Type;Reference;DOI
Literature;Kuriandewa, T. E., Supriyadi, I. H. Seagrass Mapping In East Bintan Coastal Area, Riau Archipelago, Indonesia. Coast. Mar. Sci., 30, 154-161 (2005);
Literature;Hamisi, M., Lyimo, T., Muruke, M. & Bergman, B. Nitrogen Fixation By Epiphytic And Epibenthic Diazotrophs Associated With Seagrass Meadows Along The Tanzanian Coast, West. Indian Ocean. Aquat. Microb. Ecol., 57: 33-42 (2009) ;10.3354/ame01323
Literature;Nordlund, L. & Gullström, M. Biodiversity Loss In Seagrass Meadows Due To Local Invertebrate Fisheries And Harbour Activities. Estuar. Coast. Shelf Sci,. 135: 231-240 (2013) ;10.1016/j.ecss.2013.10.019
Literature;Amone-Mabuto, M., Bandeira, S., Da Silva, A. Long-term Changes In Seagrass Coverage And Potential Links To Climate-related Factors: The Case Of Inhambane Bay, Southern Mozambique. West. Indian Ocean J. Mar. Sci., 16, 13-25 (2017);
Literature;Douglass, K., Antonites, A., Quintana Morales, E., Grealy, A., Bunce, M., Bruwer, C. & Gough, C. Multi-analytical Approach To Zooarchaeological Assemblages Elucidates Late Holocene Coastal Lifeways In Southwest Madagascar. Quat. Int. 471: 111-131 (2017) ;10.1016/j.quaint.2017.09.019
Literature;Mcdevit, D. & Saunders, G. A Dna Barcode Examination Of The Laminariaceae (phaeophyceae) In Canada Reveals Novel Biogeographical And Evolutionary Insights. Phycologia 49: 3, 235-248 (2010) ;10.2216/ph09-36.1
Literature;Méndez-sandín, M. & Fernández, C. Changes In The Structure And Dynamics Of Marine Assemblages Dominated By Bifurcaria Bifurcata And Cystoseira Species Over Three Decades (1977–2007). Estuar. Coast. Shelf Sci., 175: 46-56 (2016) ;10.1016/j.ecss.2016.03.015
Literature;Miranda F. Sobre Las Algas, Cianofíceas Del Cant Abrico, Especialmente De Gijo N. Trab. Mus. Nac. Cienc. Nat. Ser. Bot. 25, 1e106. (1931);
Literature;Margalet, J. L. & Navarro, M. J. Mapas De Distribución De Algas Marinas En La Península Ibérica. Ii. Ascophyllum Nodosum (l.) Le Jolis, Pelvetia Canaliculata (l.) Decne. Et Thur. E Himantalia Elongata (l.) Sf Gray. Bot. Comp. 17, 117-132 (1992);
Literature;Pérez-Ruzafa, I. M., & Gallardo, T. Mapas De Distribución De Algas Marinas De La Península Ibérica E Islas Baleares: Xii. Adiciones Al Orden Fucales (fucophyceae). Bot. Com., 22, 187-192. (1998);10.5209/rev_bocm.2011.v35.16
Literature;Margalet, J. L., & Navarro, M. J. Mapas De Distribución De Algas Marinas De La Península Ibérica: I. Bifurcaria bifurcata R. Ross Y Halidrys siliquosa (L.) Lyngb. botanica Complutensis 16, 99-108 (1990).;
Literature;Izquierdo, J. L. , Gallardo, T. & Pérez-Ruzafa, I. Mapas De Distribución De Algas Marinas De La Península Ibérica E Islas Baleares. IX. Saccorhiza polvschides (Lightf.) Batt. y Chorda filum (L.) Stackh. (Laminariales, Fucophyceac). Bot. Comp. 20, 105-115 (1995);
Literature;Izquierdo, J. L. , Galtardo, T. & Pérez-ruzaea, I. Mapas De Distribución De Algas Marinas De La Península Ibérica E Islas Baleares. Ix. Saccorhiw Polvschides (lighif. 1 Batt. Y Clíarda/ylun¡ (l.) Stackh. (i.aminariales, Fucophyceac). Bot. Comp. 20, 105. (1995);
Literature;Gómez Garreta, A., Ribera, M. A., Barceló, M.C. & Rull Lluch, J. Mapas De Disíribución De Algas Marinas De La Península Ibérica E Islas Baleares. V. Cystoseira C Agardh: Grupos C. Ericaefolia y C. Crinito-selaginoides. Bot. Complut., 19: 109-1 18 (1994);
Literature;Lluch, R. J., Gómez Garreta, A., Barceló, M. C. & Ribera, M.A. Mapas De Distribución De Algas Marinas De La Península Ibérica E Islas Baleares. Vii. Cystoseira C. Agardh (Grupo C. Baccata) Y Sargassum C. Agardh (s. Muticum Y S. Vulgare). Bot. Complut., 19, 131–138 (1994);10.5209/rev_bocm.2011.v35.14
Literature;Ribera, M. A., Gómez Carreta, A., Barceló, M. C. & Rull Lluch J. Mapas De Distribución De Algas Marinas De La Península Ibérica E Islas Baleares, Viii. Cystoseira C. Agardh Y Sargasstím C. Agardh. Bot. Cotnplut. 20: 89-103 (1995);
Literature;Margalet, J. L., Navarro, M. J., Almaraz, T., & Ruzafa, I. M. P. Mapas De Distribución De Algas Marinas De La Península Ibérica: Iii. Fucus Ceranoides L., F. Serratus L., F. Spiralis L. Y F. Vesiculosus L.(Fucales, Fucophyceae). Bot. Complut., 18, 267-290 (1993);
Literature;Izquierdo, J. L., Navarro, M. J., & Gallardo, T. Mapas De Distribución De Algas Marinas De La Península Ibérica. Iv. Laminaria Ochroleuca Pylaie, L. Hyperborea (Gunner.) Foslie Y L. Saccharina (l.) Lamour. Bot. Complut., 18, 291-304 (1993);
Literature;Pérez-Ruzafa, M. & Gallardo, T.  Mapas De Distribución De Algas Marinas De La Península Ibérica E Islas Baleares. X. Variedades de Fucus spiralis L. y de F. vesiculosus L. (Fucales, Fucophyceae). Bot. Complut., 21: 121-136 (1997);
Literature;Pérez-Ruzafa, I., Izquierdo, J. L., Araújo, R., Sousa-Pinto, I., Pereira, L. & Bárbara, I. Distribution Maps Of Marine Algae From The Iberian Peninsula And The Balearic Islands. XVII. Laminaria Rodriguezii Bornet And Aditions To The Distribution Maps Of L. Hyperborea (Gunner.) Foslie, L. Ochroleuca Bach. Pyl. And L. Saccharina (l.) Lamour. Bot. Complut., 27, 155–164 (2003);
Literature;Riadi, H., Kazzaz, M. & Ater, M. Contribution A La Connaissance Des Algues Marines Benthiques Du Detroit De Gibraltar Et De La Mediterranee Occidentale Marocaine: I. Chlorophyceae Et Phaeophyceae. Acta Bot. Malacit., 25, 5-20 (2000) ;
Literature;Dizerbo, A. H. Notes Sur La Flore Marine De La Cote Atlantique De L´ Espagne. Collect. Bot., 5, 269-278 (1956);
Literature;Ardré, F. Contribution A L´étude Des Algues Marines Du PortugaI: I. La Flore. Portug. Acta Biol., Série B, 10, 137-555 (1970);
Literature;Dezerbo, A. La Flore Algologique De Vila Nova De Milfontes (Baixo-Alentejo, Portugal). Portug. Acta Biol., Série B, 4, 324-330 (1954);
Literature;Fischer-Piette, E. Sur L´écologie Intercotidale Ouest-Ibérique. C. R. Acad. Sc. Paris,  246, 1301-1303 (1958);
Literature;Cabezudo, B., Poyales, F. C., Montes, J. G., Caldera, J. M. N. & Tierra, A. E. S. Especies Vegetales Amenazadas Y Endémicas De La Provincia De Málaga. Jábega, 44, 66-76 (1983);
Literature;Conde, F. & Sedane, J. A. Aspectos De La Vegetación, Zonación Macrofitobentónica En Las Costas Malagueñas. Anales Jard. Bol. Madrid 39:471 (1982);
Literature;Bullen, L. Atlantic Seaweeds Of The Malagan Coasts (Western Mediterranean). Abstr Proc. Lot. Seaweed, 5 (1953);
Literature;Conde, F. & Seoane-Camba, J. Corologia De Las Especies De Algas En Relacion A Ciertos Factores Ecologicos En El Litoral Malagueño. Collect. Bot., 13, 783-802 (1982);
Literature;Seoane-Camba, J. Las Laminarias De España Y Su Distribution. Publnes Téc. Junta Estud. Pesca, 5, 425–36 (1966);
Literature;Giaccone, G. Struttura, Ecologia E Corologia Dei Popolamenti A Laminarie Dell Stretto Di Messina E Del Mare Di Alboran. Mem. Biol. Mar. Ocean. Ns., 2, 37–49 (1972);
Literature;Chueca, E. F. Vegetacion De La Isla De Alboran. In: La isla de Alborán, ed. Publ. Univ. Granada: 17pp, Granada (1971);
Literature;Varo, J., Ramirez, J. & Renteria, J. Estudio De La Vegetacion Bentonica Del Litoral Granadino. Acta Bot. Malacit., 5, 78-98 (1979);
Literature;Feldmann, J. La Zonation Des Algues Sur La Côte Atlantique Du Maroc. Soc. Sci. Nat. Phys. Maroc, 35, 9-17 (1955);
Literature;Berday, N. Contribution Á L´ Étude Écologique Du Phytobenthos De La Zone Littorale De La Région D´el Jadida. Phd Thesis, University Mohammed V, Rabat (1989) ;
Literature;Birje, J., Verlaque, M. & Poydenot, F. Macrophytobentos Des Platiers Rocheux Intertidaux Et Semi-exposés De La Région De Safi-Essaouira (Maroc Occidental). Oceanol. Acta, 19, 561-574 (1995);
Literature;Bornet, E. Les Algues De P.K.A. Schousboe: Récoltées Au Maroc, Dans La Méditerranée De 1815 A 1829. Mem.  Soc. Nat. Et Mathém. Cherbourgh, 28, 165-376 (1892);
Literature;Hamel, G. Phéophycées Des Côtes Françaises. Paris, 429 (1939);
Literature;Gayral, P. Résultat D´une Prospection Algologique A File De Mogador. C. R. Acad. Sci. VI., 245, 358-360 (1957);
Literature;Coleman, A. Algues de la Cote Atlantique Marocaine. La Nature du Maroc, II. Mme. P. Gayral. In: The Quarterly Review of Biology, 34, 1: 74 (1959);10.1086/402591
Literature;Riadi, H. Etude Des Algues Benthiques Productrices D´Hydrocolloides (Laminaria Ochroleuca Et Gelidium Sesquipedale). Possibilité De Commercialisation De L´acide Alginique. Phd Thesis, University Mohammed V, Rabat (1989);
Literature;Poyales, F. & Gonzalez-Garcia, J. Estudio Biogeográfico De Las Fucales, Laminariales Atlánticas En El Litoral Mediterráneo De Marruecos. Acta Bot. Malacit., 17, 39-44 (1993) ;
Literature;González-Garcáa J., Poyales F. Catalogo Del Macrofitobenthos Del Mediterráneo De Marruecos. Acta Bot. Malacit., 19: 5-27 (1994);
Literature;Werner, R.G. Contribution A L´étude De La Flore Cryptogamique Au Maroc. Bull. Soc. Nat Et Phy. Du Maroc, 19-68 (1955);
Literature;Dangeard, P.  Les Algues Marines De La Côte Occidentale Du Maroc. Le Botaniste 34, 89-189 (1949);
Literature;Gattefossé, J. & Werner, R. G. Catalogus Algarum Marocanorum Adhuc Cognitorum. Bull. Soc. Sci. Nat. Maroc, 15: 72-107  (1935);
Literature;Conde, F. & Seoane- Camba, J. A. Nuevas Aportaciones A La Algología Del Litoral Andaluz. Instituto De Estudios Almerienses, 83-96 (1982);
Literature;Seoane- Camba, J. A. Estudio Sobre Las Algas Bentónicas De La Costa Sur De La Península Ibérica (Litoral De Cádiz). Invest. Pesq., 29: 3-216 (1965);
Literature;Seoane- Camba, J. A. Nota Sobre La Distribucion De Algas En El Litoral De Cádiz. Iv Reunión Product.  Pesq. Inst. Invest. Pesq., 59-60 (1960);
Literature;Clemente y Rubio, S. R. Ensayo Sobre Las Variedades De La Vid Común Que Vegetan En Andalucía. Madrid: Imprenta De Villalpando, 15 (1807);
Literature;Stafleu, F. A.  Species Algarum Rite Cognitae, Cum Synonymis, Differentiis Specificis Et Descriptionibus Succintis. Taxon, 19: 4, 630-632 (2006) ;10.2307/1218959
Literature;Richard, J. & Neuville, H. Sur L´Historie Naturelle De L´ile D´Alboran. Mem. Soc. Zool. De Fance, 10: 81-88 (1897);
Literature;Cousteau J. Y. & Dugan J. The Living Sea. Hamish Hamilton, London  (1963);
Literature;Heaton, L., Millerand, F. & Proulx, S. «Tela Botanica»: Une Fertilisation Croisée Des Amateurs Et Des Experts. Hermès, 57, 61- 68 (2013) ;10.4267/2042/38639
Literature;Blanco Castro, E. Plantas De Las Islas Chafarinas Y Descripción De Su Paisaje Vegetal. Actes Del Simposi Internacional De Botánica Pius Font I Quer, 2: 333-343 (1988) ;
Literature;Prieto, P. Sobre La Vegetación Bentánica Del Mar De Alborán. Cuad. Ci. Biol., 2: 31-36 (1973);
Literature;Willkomm, M. & Lange, J. Prodromus Florae Hispanicae, Vol 1. Stuttgartiae, (1861);
Literature;Serra- Laliga, L. Estudio Crítico De La Flora Vascular De La Provincia De Alicante: Aspectos Nomenclaturales, Biogeográficos Y De Conservación. Ruizia, 19: 1-1414 (2007);
Literature;Moreno, D. & Guirado, J. Nuevos Datos Sobre La Floración, Fructificación Y Germinación De Fanerágamas Marinas En Andalucía. Acta Bot. Malacit., 31: 51-72  (2006);
Literature;Esteve-Chueca, F. & Esteve-Raventós, F. Catálogo De Especies Y Comunidades Vegetales De Isla Grosa (Murcia, Espana). Lazaroa, 9: 333-338 (1986);
Literature;Moreno, D. & Guirado, J. Nuevos Datos Sobre La Floración, Fructificación Y Germinación De Fanerágamas Marinas En Andalucía. Acta Bot. Malacit., 31: 51-72 (2006);
Literature;Soto, M. J. Distribución De Epífitos Algales En Las Hojas De Una Pradera De Posidonia Oceanica (l.) Delile En El Sureste De La Península Ibérica. Bot. Complut. 17: 55-64  (1992);
Literature;Sánchez- Gomes, P., Guerra, J., Carrión, M. A., Coy, E., Fernández, S., Hernández, A., Jimánez, J. F., López, J.A. & Vera, J. B. Nueva Flora De Murcia. Plantas Vasculares. Universidad de Murca (2011);
Literature;Prieto, P. Sobre La Vegetación Bentánica Del Mar De Alborán. Cuad. Ci. Biol., 2: 31-36  (1973);
Literature;Aboal, M., Alcaraz, J. F., Barreña, J. & Egidos, A. I. El Componente Vegetal En Los Humedales De La Región De Murcia: Catalogación, Evaluación De La Rareza Y Propuestas De Medidas Para Su Conservación. Novograf (2003);
Literature;Boissier, E. Voyage Botanique Dans Le Midi De L´espagne Pendant L´année 1837. Vol. II. Paris: Gide Et Cie (1839);
Literature;Esteve-Chueca, F. & Esteve-Raventós, F. Catálogo De Especies Y Comunidades Vegetales De Isla Grosa (Murcia, España). Lazaroa, 9, 333-338 (1986);
Literature;Gandoger, M. Catalogue Des Plantes Récoltées En Espagne Et En Portugal Pendant Mes Voyages De 1894 Á 1912, París (1917);
Literature;Dangeard, P. Sur Les Zones D Algues Marines Du Maroc Occidental. R. Ac. Se., 204: 795  (1937);
Literature;Dangeard, P. Les Algues Marines De La Cote Occidental Du Maroc. Le Botaniste, 34: 89-189  (1949);
Literature;Esmiole, J.P. Recherche Sur La Végétation Marine D´une Zone Littorale Au Sud De Rabat. Trav. I. Sc. Sér. Bot., 25  (1962);
Literature;Gil- Rodríguez, M.C. & Socorro- Hernández, J.S. Notas Ficológicas Acerca De La Costa Atlántica-marroquí. Vieraea, 16, 193-198 (1986);
Literature;Kallaz, M. Contribution A L´ Étude De La Flore Algale De La Région Ouest De La Méditerranée. Phd Thesis, University Mohammed V, Rabat. 246 (1989);
Literature;Ouahi, M. Etude Quantitative Et Qualitative Des Algues Du Littoral De Mohammédia. D.E.S. Fac. Des Sciences Rabat. (1987);
Literature;Tahi, M. Etude Qualitative Et Quantitative Du Macrophytobenthos Dun Secteur (Salé-Bouknadel) Du Littoral Atlantique Marocain. Mém. De Fin D´étude, Option Halieutque I.n.a. V: Hassan Ii Rabat. (1983);
Literature;Cavassillas, B. Etude Morphologique, Écologique Et Floristique Du Bassin D´el Harhoura. Mém. Soc. Sc. Nat Et Phy. Du Maroc. Bot., 3: 1-140 (1963) ;
Literature;Werner, R. G. Observation Sur La Répartition Des Algues Et En Particulier Les Laminaires Au Maroc. Bull. Soc. Sc. Nat. Maroc., 28: 56-58 (1948);
Literature;Conde Poyales, F. Contribución Al Conocimiento De La Flora Algal Bentónica Del Mar De Alborán. Islas Chafarinas. Acta Bat. Malacit., 9: 41- 46 (1984);
Literature;Sauvageau, C. A Propos De Quelques Fucus Du Bassin D'Arcachon. Bull. Sta. Biol., 20, 19-137 (1923);
Literature;Izquierdo, J.L., Conde Poyales, F. &  Flores-Moya, A. Adiciones A La Distribución Geográfica Del Género Phyllariopsis. Henry Et South (laminariales, Phaephyta). Acta Bot. Malacit., 20, 281-282 (1995);
Literature;Prolongo, P. Plantas De Málaga Y Su Término, En Martínez, V. Topografía Médica De La Ciudad De Málaga, 73-127 (1852);
Literature;Colmeiro, M. Enumeración De Las Criptógamas De España Y Portugal. Madrid Imp. Y Librería De Eusebio Aguado, 8 (1867);
Literature;Bellon, L. Contribución al estudio de la flora algológica del Mediterráneo Español. Bol. Pescas, 56-58: 81-119 (1921);
Literature;Conde Poyales, F. Sobre La Colección De Algas Del Herbario De La Sociedad Malagueña De Ciencias (S. XIX). Acta Bot. Malacit., 17: 29-55  (1992);
Literature;Soto, J. & Conde, F. Contribución Al Conocimiento De Las Algas Marinas Del Sureste De España. Anal. De Biol., 2, 181-189 (1984);
Literature;Peres,  J. M. Campagne de la Calypso en mer d'Alboran et dans la baie Ibero-Marocaine (1958). Contribution a l'etude des peuplements benthiques du Golfe Ibero-Marocain. Ann. Inst. Ocean., 41: 3-30 (1962);
Literature;Natij, L., Khalil, K., Loudiki, M. & Elkalay, K. A First Attempt At Seagrass Repartitioning In The Moroccan Coasts. Int. J. Innov.  Sc. Res. Issn, 10: 2, 401-408 (2014);
Literature;Cunha, A. H., Assis, J. & Serrão, E. Estimation Of Available Seagrass Meadow Area In Portugal For Transplanting Purposes. J. Coast. Res., 56: 2, 1100-1104 (2009);
Literature;Cunha, A., Assis, J. & Serrão, E. Reprint Of Seagrasses In Portugal: A Most Endangered Marine Habitat. Aquat. Bot., 115: 3-13 (2014) ;10.1016/j.aquabot.2014.02.007
Literature;Chernova, E. & Chernova, E. The Biogeochemical Background And Trace Metal Accumulation By Brown Algae Of The Genus Fucus In Coastal Waters Of The Sea Of Japan, The Sea Of Okhotsk, And The White Sea. Russ. J. Mar. Biol., 42: 1, 87-96 (2016) ;10.1134/s1063074016010053
Literature;Gerasimenko, N., Busarova, N. & Martyyas, E. Composition Of Lipids From Fucus Evanescens (seas Of Okhotsk And Japan) And Biological Activity Of Lipids And Photosynthetic Pigments. Chem. Nat. Compd., 48: 5, 742-747 (2012) ;10.1007/s10600-012-0372-4
Literature;Kusakin, O. Intertidal Communities Of Severnyi Bay (Northen Sakhalin Island). Russ. J. Mar. Biol., 28, 203-205 (2002);
Literature;Labay, V., Kurilova, N. & Shpilko, T. Seasonal Variability Of Macrozoobenthos In A Lagoon Having A Periodic Connection With The Sea (ptich’e Lake, Southern Sakhalin). Biol. Bull. Acad. Sci. USSR, 43: 9, 988-1002 (2017) ;10.1134/s1062359016090144
Literature;Yamada, I. Benthic Marine Algal Vegetation Along The Coasts Of Hokkaido, With Special Reference To The Vertical Distribution. J. Fac. Sci., Hokkaido University, Series 5: 12, 11-98 (1980);
Literature;Ivanova, M. Species Composition, Distribution And Quantitative Parameters Of Intertidal Macrobenthos Communities And Their Modifications In The Area Of Ust-Palana (Shelikhov Bay, Okhotsk Sea). Izv. Tinro, 143, 270-304 (2005);
Literature;Tittley, I. & Tittley, I. Seaweeds: Their Environment, Biogeography And Ecophysiology, By Klaus Lüning, Wiley Interscience, 1991. Xiii + 527 Pp. Aquat. Conserv.: Mar. Freshw. Ecosyst., 1: 2, 189-189 (2007) ;10.1002/aqc.3270010208
Literature;Smith, J., Ellis, K., Polyak, L., Ivanov, G., Forman, S. & Moran, S. Transport Into The Arctic Ocean From Underwater Nuclear Tests In Chernaya Bay, Novaya Zemlya. Cont. Shelf Res., 20: 3, 255-279 (2002) ;10.1016/s0278-4343(99)00066-7
Literature;Gagaev, S. Bottom Biocenoses In Kolyuchin Bay Of The Chukchi Sea. J. Oceanogr., 38, 102-104 (2000);
Literature;Krumhansl, K., Okamoto, D., Rassweiler, A., Novak, M., Bolton, J., Cavanaugh, K., Connell, S., Johnson, C., Konar, B., Ling, S., Micheli, F., Norderhaug, K., Pérez-matus, A., Sousa-pinto, I., Reed, D., Salomon, A., Shears, N., Wernberg, T., Anderson, R., Barrett, N., Buschmann, A., Carr, M., Caselle, J., Derrien-courtel, S., Edgar, G., Edwards, M., Estes, J., Goodwin, C., Kenner, M., Kushner, D., Moy, F., Nunn, J., Steneck, R., Vásquez, J., Watson, J., Witman, J. & Byrnes, J. Global Patterns Of Kelp Forest Change Over The Past Half-century. Proc. Natl. Acad. Sci. U. S. A., 113: 48, 13785-13790 (2016) ;10.1073/pnas.1606102113
Literature;Shaffer, J. Seasonal Variation In Understory Kelp Bed Habitats Of The Strait Of Juan De Fuca. J Coast Res 16: 768-775 (2000);
Literature;Gerard, V. Some Aspects Of Material Dynamics And Energy Flow In A Kelp Forest In Monterey Bay, California. University Of California (1976);
Literature;Harrold, C. & Reed, D. Food Availability, Sea Urchin Grazing, And Kelp Forest Community Structure. Ecol., 66: 4, 1160-1169 (2006) ;10.2307/1939168
Literature;Dayton, P., Tegner, M., Edwards, P. & Riser, K. Temporal And Spatial Scales Of Kelp Demography: The Role Of Oceanographic Climate. Ecol. Monogr., 69: 2, 219 (2006) ;10.2307/2657238
Literature;Dayton, P., Tegner, M., Parnell, P. & Edwards, P. Temporal And Spatial Patterns Of Disturbance And Recovery In A Kelp Forest Community. Ecol. Monogr., 62: 3, 421-445 (2006) ;10.2307/2937118
Literature;Lambert, W., Levin, P. & Berman, J. Changes In The Structure Of A New England (usa) Kelp Bed The Effects Of An Introduced Species?. Mar. Ecol. Prog. Ser., 88: 303-307 (2007) ;10.3354/meps088303
Literature;Smith B. Recovery Following Experimental Harvesting Of Laminaria Longicruris And L. Digitata In Southwestern Nova Scotia. Helgo Meer, 39:83-101 (2011);
Literature;Gagnon, P., Johnson, L. & Himmelman, J. Kelp Patch Dynamics In The Face Of Intense Herbivory: Stability Of Agarum Clathratum (phaeophyta) Stands And Associated Flora On Urchin Barrens1. J. Phycol., 41: 3, 498-505 (2005) ;10.1111/j.1529-8817.2005.00078.x
Literature;Davoult, D., Engel, C., Arzel, P., Knoch, D. & Laurans, M. Environmental Factors And Commercial Harvesting: Exploring Possible Links Between The Decline Of The Kelp Laminaria Digitata In Brittany, France. Cah. Mar. Biol., 52:429-435  (2011);
Literature;Leinaas, H. & Christie, H. Effects Of Removing Sea Urchins (strongylocentrotus Droebachiensis): Stability Of The Barren State And Succession Of Kelp Forest Recovery In The East Atlantic. Oecol., 105: 4, 524-536 (2004) ;10.1007f00330016
Literature;Pulfrich, A., Parkins, C. & Branch, G. The Effects Of Shore-based Diamond-diving On Intertidal And Subtidal Biological Communities And Rock Lobsters In Southern Namibia. Aquat. Conserv.: Mar. Freshw. Ecosyst.,13: 3, 233-255 (2003) ;10.1002/aqc.542
Literature;Anderson, R., Rothman, M., Share, A. & Drummond, H. Harvesting Of The Kelp Ecklonia Maxima In South Africa Affects Its Three Obligate, Red Algal Epiphytes. J. Appl. Phycol., 18: 3-5, 343-349 (2006) ;10.1007/s10811-006-9037-7
Literature;De Bettignies, T., Wernberg, T., Lavery, P., Vanderklift, M. & Mohring, M. Contrasting Mechanisms Of Dislodgement And Erosion Contribute To Production Of Kelp Detritus. Limnol. Oceanogr., 58: 5, 1680-1688 (2013) ;10.4319/lo.2013.58.5.1680
Literature;Kirkman, H. & Kirkman, H. Growth, Density And Biomass Of Ecklonia Radiata At Different Depths And Growth Under Artifical Shading Off Perth, Western Australia. Mar. Freshwater Res., 40: 2, 169 (2005) ;10.1071/mf9890169
Literature;Ettinger-epstein, P. & Kingsford, M. Effects Of The El Nio Southern Oscillation Onturbo Torquatus(gastropoda) And Their Kelp Habitat. Austral. Ecol., 33: 5, 594-606 (2008) ;10.1111/j.1442-9993.2007.01824.x
Literature;Andrew, N. & Andrew, N. Changes In Subtidal Habitat Following Mass Mortality Of Sea Urchins In Botany Bay, New South Wales. Austral. Ecol., 16: 3, 353-362 (2006) ;10.1111/j.1442-9993.1991.tb01063.x
Literature;Andrew, N. & Jones, G. Patch Formation By Herbivorous Fish In A Temperate Australian Kelp Forest. Oecol., 85: 1, 57-68 (2004) ;10.1007f00317343
Literature;Westmeijer, G., Everaert, G., Pirlet, H., De Clerck, O., & Vandegehuchte, M.B. (2019) Mechanistic niche modelling to identify favorable growth sites of temperate macroalgae. Algal Research, 41, 101529.;https://doi.org/10.1016/j.algal.2019.101529
Literature;Gregr, E.J., Palacios, D.M., Thompson, A. & Chan, K.M.A. Why less complexity produces better forecasts: an independent data evaluation of kelp habitat models. Ecogr. 42, 428-443. (2019);https://doi.org/10.1111/ecog.03470
Literature;Wilson, K.L., Skinner, M.A., & Lotze, H.K. Projected 21st-century distribution of canopy-forming seaweeds in the Northwest Atlantic with climate change. Diversity and Distributions. 25, 582–602. (2019);https://doi.org/10.1111/ddi.12897
Literature;Smith, T.M., York, P.H., Broitman, B.R., Thiel, M., Hays, G.C., van Sebille, E., Putman, N.F., Macreadie, P.I. & Sherman, C.D.H. Rare long-distance dispersal of a marine angiosperm across the Pacific Ocean. Glo. Ecol. Biog. 27, 487-496. (2018);https://doi.org/10.1111/geb.12713
Literature;Jahnke, M., Jonsson, P.R., Moksnes, P., Loo, L., Nilsson, J.M. & Olsen, J.L. Seascape genetics and biophysical connectivity modelling support conservation of the seagrass Zostera marina in the Skagerrak-Kattegat region of the eastern North Sea. Evol. App. 11, 645-661. (2018);https://doi.org/10.1111/eva.12589
Literature;Buonomo, R., Chefaoui, R.M., Lacida, R.B., Engelen, A.H., Serrão, E.A., & Airoldi, L. Predicted extinction of unique genetic diversity in marine forests of Cystoseira spp. Mar. Env. Res. 138, 119–128. (2018);https://10.1016/j.marenvres.2018.04.013
Literature;Chefaoui, R.M., Duarte, C.M., & Serrão, E.A. Palaeoclimatic conditions in the Mediterranean explain genetic diversity of Posidonia oceanica seagrass meadows. Sci. Rep. 7, 1–8. (2017);https://10.1038/s41598-017-03006-2
Literature;Alberto, F., Massa, S., Manent, P., Diaz-Almela, E., Arnaud-Haond, S., Duarte, C.M., & Serrão, E.A. Genetic differentiation and secondary contact zone in the seagrass Cymodocea nodosa across the Mediterranean-Atlantic transition region. Jour. Biog. 35, 1279–1294. (2008);https://doi.org/10.1111/j.1365-2699.2007.01876.x
Literature;Kotta, J., Vanhatalo, J., Jänes, H., Orav-Kotta, H., Rugiu, L., Jormalainen, V., Bobsien, I., Viitasalo, M., Virtanen, E., Sandman, A.N., Isaeus, M., Leidenberger, S., Jonsson, P.R., & Johannesson, K. Integrating experimental and distribution data to predict future species patterns. Sci. Rep. 9, 1821. (2019);https://10.1038/s41598-018-38416-3
Literature;Krumhansl, A., Okamoto, D.K., Rassweiler, A., Novak, M., Bolton, J., Cavanaugh, K., Connell, S., Johnson, C., Konar, B., Ling, S.D., Micheli, F., Norderhaug, K.M., Pérez-matus, A., Sousa-pinto, I., Reed, D.C., Salomon, A.K., Shears, N.T., Wernberg, T., Anderson, R.J., Barrett, N.S., Buschmann, A.H., Carr, M.H., Caselle, J.E., Derrien-courtel, S., Edgar, G.J., Edwards, M., Estes, J.A., Goodwin, C., Kenner, M.C., Kushner, D.J., Moy, F.E., Nunn, J., Steneck, R.S., Vásquez, J., Watson, J., Witman, J.D. & Byrnes, J.E.K. Global Patterns Of Kelp Forest Change Over The Past Half-century. Proc. Nat. Ac. Sci. 113. 48, 13785-13790. (2016);https://doi.org/10.1073/pnas.1606102113
External Biodiversity Information Facility;Sirenko, B.I., Clarke, C., Hopcroft, R.R., Huettmann, F., Bluhm, B.A., Gradinger, R. (eds) (2019). The Arctic Register of Marine Species (ARMS) compiled by the Arctic Ocean Diversity (ArcOD). Accessed at http://www.marinespecies.org/arms on 2019-10-21;
Herbarium;Universidade Federal de Santa Catarina (2019) Digital herbarium of the Universidade Federal de Santa Catarina. Accessed at http://www.lafic.ufsc.br on 2019-10-21;
Herbarium;University of Algarve (2019) Digital herbarium of the University of Algarve. Accessed at https://www.ccmar.ualg.pt on 2019-10-21;
Herbarium;University of British Columbia (2019) Herbarium University of British Columbia Herbarium - Beaty Biodiversity Museum UBC Herbarium. Accessed at https://db.botany.ubc.ca/ on 2019-10-21;
External Biodiversity Information Facility;Guiry, M. D. & Guiry, G. M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. Accessed at https://www.algaebase.org on 2019-10-21;
Herbarium;MNHN - Museum national d'Histoire naturelle (2019). The cryptogamy collection (PC) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN - Paris). Accessed at https://science.mnhn.fr/institution/mnhn/item/searchscience/ on 2019-10-21;
Herbarium;Natural History Museum (2019) Digital Herbarium of the San Diego Natural History Museum. Accessed at http://www.sdplantatlas.org/algaselector.aspx on 2019-10-21;
